"NIS_code","municipality_NL","municipality_FR","arrondissement_NL","arrondissement_FR","province_NL","province_FR","region_NL","region_FR","inhabitants","zip"
11001,"Aartselaar","Aartselaar","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","14427",2630
11002,"Antwerpen","Anvers","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","529247",2000
11004,"Boechout","Boechout","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","13372",2530
11005,"Boom","Boom","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","18555",2850
11007,"Borsbeek","Borsbeek","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","10949",2150
11008,"Brasschaat","Brasschaat","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","38223",2930
11009,"Brecht","Brecht","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","29454",2960
11013,"Edegem","Edegem","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","22261",2650
11016,"Essen","Essen","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","19162",2910
11018,"Hemiksem","Hemiksem","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","11634",2620
11021,"Hove","Hove","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","8277",2540
11022,"Kalmthout","Kalmthout","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","18872",2920
11023,"Kapellen","Kapellen","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","26981",2950
11024,"Kontich","Kontich","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","21203",2550
11025,"Lint","Lint","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","8641",2547
11029,"Mortsel","Mortsel","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","26157",2640
11030,"Niel","Niel","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","10546",2845
11035,"Ranst","Ranst","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","19187",2520
11037,"Rumst","Rumst","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","15050",2840
11038,"Schelle","Schelle","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","8529",2627
11039,"Schilde","Schilde","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","19873",2970
11040,"Schoten","Schoten","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","34316",2900
11044,"Stabroek","Stabroek","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","18789",2940
11050,"Wijnegem","Wijnegem","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","9983",2110
11052,"Wommelgem","Wommelgem","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","12943",2160
11053,"Wuustwezel","Wuustwezel","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","21213",2990
11054,"Zandhoven","Zandhoven","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","13071",2240
11055,"Zoersel","Zoersel","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","22065",2980
11056,"Zwijndrecht","Zwijndrecht","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","19154",2070
11057,"Malle","Malle","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","15602",2390
12002,"Berlaar","Berlaar","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","11656",2590
12005,"Bonheiden","Bonheiden","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","15078",2820
12007,"Bornem","Bornem","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","21353",2880
12009,"Duffel","Duffel","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","17664",2570
12014,"Heist-op-den-Berg","Heist-op-den-Berg","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","42950",2221
12021,"Lier","Lierre","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","36646",2500
12025,"Mechelen","Malines","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","86921",2801
12026,"Nijlen","Nijlen","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","22936",2560
12029,"Putte","Putte","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","17927",2580
12035,"Sint-Katelijne-Waver","Sint-Katelijne-Waver","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","21026",2861
12040,"Willebroek","Willebroek","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","26826",2830
12041,"Puurs-Sint-Amands","Puers-Saint-Amand","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","26142",2870
13001,"Arendonk","Arendonk","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","13290",2370
13002,"Baarle-Hertog","Baerle-Duc","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","2865",2387
13003,"Balen","Balen","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","22813",2490
13004,"Beerse","Beerse","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","18128",2340
13006,"Dessel","Dessel","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","9605",2480
13008,"Geel","Geel","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","40709",2440
13010,"Grobbendonk","Grobbendonk","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","11172",2288
13011,"Herentals","Herentals","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","28272",2200
13012,"Herenthout","Herenthout","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","9109",2270
13013,"Herselt","Herselt","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","14521",2230
13014,"Hoogstraten","Hoogstraten","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","21424",2320
13016,"Hulshout","Hulshout","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","10471",2235
13017,"Kasterlee","Kasterlee","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","18882",2460
13019,"Lille","Lille","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","16564",2275
13021,"Meerhout","Meerhout","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","10324",2450
13023,"Merksplas","Merksplas","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","8588",2330
13025,"Mol","Mol","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","37022",2400
13029,"Olen","Olen","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","12560",2250
13031,"Oud-Turnhout","Oud-Turnhout","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","13977",2360
13035,"Ravels","Ravels","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","15023",2382
13036,"Retie","Retie","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","11508",2470
13037,"Rijkevorsel","Rijkevorsel","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","12178",2310
13040,"Turnhout","Turnhout","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","45280",2300
13044,"Vorselaar","Vorselaar","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","7936",2290
13046,"Vosselaar","Vosselaar","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","11343",2350
13049,"Westerlo","Westerlo","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","25119",2260
13053,"Laakdal","Laakdal","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","16186",2430
21001,"Anderlecht","Anderlecht","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","120887",1070
21002,"Oudergem","Auderghem","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","34404",1160
21003,"Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","25502",1082
21004,"Brussel","Bruxelles","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","185103",1000
21005,"Etterbeek","Etterbeek","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","48473",1040
21006,"Evere","Evere","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","42656",1140
21007,"Vorst","Forest","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","56581",1190
21008,"Ganshoren","Ganshoren","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","25234",1083
21009,"Elsene","Ixelles","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","87632",1050
21010,"Jette","Jette","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","52728",1090
21011,"Koekelberg","Koekelberg","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","21959",1081
21012,"Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","97979",1080
21013,"Sint-Gillis","Saint-Gilles","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","49678",1060
21014,"Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","27497",1210
21015,"Schaarbeek","Schaerbeek","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","132799",1030
21016,"Ukkel","Uccle","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","83980",1180
21017,"Watermaal-Bosvoorde","Watermael-Boitsfort","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","25332",1170
21018,"Sint-Lambrechts-Woluwe","Woluwe-Saint-Lambert","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","57712",1200
21019,"Sint-Pieters-Woluwe","Woluwe-Saint-Pierre","Brussel-Hoofdstad","Bruxelles-Capitale",0,0,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","42119",1150
23002,"Asse","Asse","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","33505",1730
23003,"Beersel","Beersel","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","25343",1652
23009,"Bever","Biévène","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","2178",1547
23016,"Dilbeek","Dilbeek","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","43423",1700
23023,"Galmaarden","Gammerages","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","8836",1570
23024,"Gooik","Gooik","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","9189",1755
23025,"Grimbergen","Grimbergen","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","37972",1852
23027,"Halle","Hal","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","40182",1501
23032,"Herne","Herne","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","6699",1540
23033,"Hoeilaart","Hoeilaart","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","11408",1560
23038,"Kampenhout","Kampenhout","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","12129",1910
23039,"Kapelle-op-den-Bos","Kapelle-op-den-Bos","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","9501",1880
23044,"Liedekerke","Liedekerke","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","13397",1770
23045,"Londerzeel","Londerzeel","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","18861",1840
23047,"Machelen","Machelen","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","15605",1831
23050,"Meise","Meise","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","19627",1860
23052,"Merchtem","Merchtem","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","16766",1785
23060,"Opwijk","Opwijk","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","14746",1745
23062,"Overijse","Overijse","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","25497",3090
23064,"Pepingen","Pepingen","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","4537",1673
23077,"Sint-Pieters-Leeuw","Sint-Pieters-Leeuw","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","34621",1600
23081,"Steenokkerzeel","Steenokkerzeel","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","12279",1820
23086,"Ternat","Ternat","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","16012",1742
23088,"Vilvoorde","Vilvorde","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","45495",1800
23094,"Zaventem","Zaventem","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","34782",1930
23096,"Zemst","Zemst","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","23260",1982
23097,"Roosdaal","Roosdaal","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","11665",1761
23098,"Drogenbos","Drogenbos","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","5653",1620
23099,"Kraainem","Kraainem","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","13853",1950
23100,"Linkebeek","Linkebeek","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","4696",1630
23101,"Sint-Genesius-Rode","Rhode-Saint-Genèse","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","18519",1640
23102,"Wemmel","Wemmel","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","16814",1780
23103,"Wezembeek-Oppem","Wezembeek-Oppem","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","14269",1970
23104,"Lennik","Lennik","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","9096",1750
23105,"Affligem","Affligem","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","13351",1790
24001,"Aarschot","Aarschot","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","30183",3200
24007,"Begijnendijk","Begijnendijk","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","10256",3130
24008,"Bekkevoort","Bekkevoort","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","6332",3460
24009,"Bertem","Bertem","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","10141",3060
24011,"Bierbeek","Bierbeek","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","10162",3360
24014,"Boortmeerbeek","Boortmeerbeek","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","12629",3190
24016,"Boutersem","Boutersem","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","8242",3370
24020,"Diest","Diest","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","24234",2100
24028,"Geetbets","Geetbets","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","6136",3450
24033,"Haacht","Haacht","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","14854",3150
24038,"Herent","Herent","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","21920",3020
24041,"Hoegaarden","Hoegaarden","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","6863",3320
24043,"Holsbeek","Holsbeek","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","10062",3220
24045,"Huldenberg","Huldenberg","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","9943",3040
24048,"Keerbergen","Keerbergen","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","12954",3140
24054,"Kortenaken","Kortenaken","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","7892",3471
24055,"Kortenberg","Kortenberg","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","20289",3071
24059,"Landen","Landen","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","16096",3404
24062,"Leuven","Louvain","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","102275",3001
24066,"Lubbeek","Lubbeek","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","14556",3211
24086,"Oud-Heverlee","Oud-Heverlee","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","11088",3052
24094,"Rotselaar","Rotselaar","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","17024",3110
24104,"Tervuren","Tervuren","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","22708",3080
24107,"Tienen","Tirlemont","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","35293",3300
24109,"Tremelo","Tremelo","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","14917",3128
24130,"Zoutleeuw","Léau","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","8575",3440
24133,"Linter","Linter","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","7271",3350
24134,"Scherpenheuvel-Zichem","Montaigu-Zichem","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","23078",3271
24135,"Tielt-Winge","Tielt-Winge","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","10783",3390
24137,"Glabbeek","Glabbeek","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","5321",3384
25005,"Bevekom","Beauvechain","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","7205",1320
25014,"Eigenbrakel","Braine-l’Alleud","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","40170",1420
25015,"Kasteelbrakel","Braine-le-Château","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","10548",1440
25018,"Chaumont-Gistoux","Chaumont-Gistoux","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","11631",1325
25023,"Court-Saint-Etienne","Court-Saint-Etienne","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","10589",1490
25031,"Genepiën","Genappe","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","15560",1470
25037,"Graven","Grez-Doiceau","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","13873",1390
25043,"Incourt","Incourt","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","5522",1315
25044,"Itter","Ittre","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","6957",1461
25048,"Geldenaken","Jodoigne","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","14357",1370
25050,"Terhulpen","La Hulpe","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","7442",1310
25068,"Mont-Saint-Guibert","Mont-Saint-Guibert","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","7896",1435
25072,"Nijvel","Nivelles","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","28883",1401
25084,"Perwijs","Perwez","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","9461",1360
25091,"Rixensart","Rixensart","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","22653",1332
25105,"Tubeke","Tubize","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","26656",1480
25107,"Villers-la-Ville","Villers-la-Ville","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","10768",1495
25110,"Waterloo","Waterloo","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","30376",1410
25112,"Waver","Wavre","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","34748",1301
25117,"Chastre","Chastre","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","7685",1450
25118,"Hélécine","Hélécine","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","3644",1357
25119,"Lasne","Lasne","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","14257",1380
25120,"Orp-Jauche","Orp-Jauche","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","8981",1350
25121,"Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","31316",1341
25122,"Ramillies","Ramillies","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","6548",1367
25123,"Rebecq","Rebecq","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","10934",1430
25124,"Walhain","Walhain","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","7359",1457
31003,"Beernem","Beernem","Brugge","Bruges","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","15817",8730
31004,"Blankenberge","Blankenberge","Brugge","Bruges","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","20463",8370
